,key,value
467,这样的人,14
468,还好,46
469,装扮,2
470,语言,25
471,太俗离奇,1
472,然,38
473,应该,115
474,毕竟,50
475,各国,1
476,互相,27
477,模仿,23
478,借鉴,4
479,似乎,6
480,正确,7
481,时代化,1
482,一员,1
483,罢,45
484,一段时间,9
485,估计,11
486,梗,34
487,烂梗,11
488,杠杠,2
489,不准,9
490,听听,107
491,难听,331
492,世界,143
493,下雨,13
494,捂,20
495,爱听,145
496,惊恐,75
497,一点,463
498,丁哥哥,2
499,好好听,27
500,含,98
501,糖,62
502,宝贝,10
503,在身边,3
504,点烟,2
505,一坨,167
506,口齿,50
507,靠近,360
508,就会,102
509,融化,50
510,小黑,1
511,子实,1
512,锤,2
513,一些人,7
514,攻击,39
515,不到,63
516,点,262
517,偏见,6
518,督战,1
519,组,2
520,beat,45
521,版权,13
522,交易,1
523,外行,1
524,闹笑话,1
525,最搞笑,1
526,美,57
527,不该,27
528,看我,16
529,买水,1
530,0级,1
531,号,21
532,很好听,154
533,之后,122
534,转发,4
535,刚,85
536,注册,1
537,文案,55
538,云音乐,1
539,榜,44
540,第一,140
541,盆,91
542,不一样,54
543,买,77
544,水军,8
545,泰裤辣,57
546,主,18
547,打的,15
548,煊,1
549,狮子座,1
550,伤心,26
551,淋,12
552,雨,50
553,有没有,102
554,伞,15
555,无所谓了,10
556,输,28
557,成家,3
558,赢,50
559,今年,51
560,好累,29
561,无数次,10
562,在乎,23
563,手,58
564,女,52
565,二,23
566,剧本,6
567,聊,37
568,凌晨三点,3
569,拥抱,26
570,三分钟,8
571,随便吧,2
572,话说,17
573,留,54
574,别问,5
575,爱情,78
576,带给,12
577,眼泪,80
578,告诉你,23
579,少年,27
580,爱慕,2
581,错,48
582,当成,9
583,复杂,29
584,终究,22
585,讲,56
586,遇见,72
587,遗憾,91
588,像样,1
589,交代,2
590,心疼我以为,2
591,张朝思暮,2
592,脸,45
593,止不住,7
594,流,17
595,下来,45
596,时间,169
597,忍着,9
598,憋,7
599,懒得,7
600,失望,26
601,在意,50
602,一次次,9
603,明镜,2
604,有失,2
605,必,29
606,有得,1
607,以前,97
608,舍不得,46
609,舍得,13
610,最终,24
611,选择,90
612,不住,18
613,平常,6
614,rap,58
615,黑,206
616,块,7
617,怎么回事,9
618,依托,359
619,停,51
620,冒险,3
621,不分,4
622,贵贱,9
623,分,58
624,高低,16
625,就好,101
626,条条,1
627,框框,1
628,我自己,47
629,西西疑问,7
630,舔,18
631,狗,95
632,也想,13
633,向外,1
634,发泄,8
635,负面,8
636,传,8
637,总,150
638,丧叭,1
639,试,17
640,销声匿迹,3
641,原来,116
642,无人,8
643,问津,3
644,滑板鞋,1
645,cpdd,12
646,一首,297
647,听过,6
648,想吐,17
649,这首歌唱,3
650,还会,51
651,什么时候,73
652,私人,12
653,东西,250
654,知识产权,1
655,原创,21
656,顶,46
657,排行榜,16
658,首位,1
659,不可,12
660,推卸,1
661,责任,5
662,调调,37
663,看起来,10
664,高冷,8
665,说话,83
666,害羞,5
667,丁真比,1
668,欠缺,2
669,味道,22
670,中专,120
671,单曲,51
672,循环,101
673,一整天,12
674,加,75
675,还以为,43
676,吐槽,16
677,国内,23
678,意识,6
679,差,44
680,高质量,5
681,越来越,60
682,少,62
683,女朋友,38
684,生,118
685,盆儿,28
686,爱心,171
687,亲亲,106
688,感受,45
689,她说,39
690,私发,1
691,小文,2
692,天天,86
693,大便,73
694,弱,30
695,婆罗门,3
696,抖,93
697,音,99
698,口水,112
699,不少,9
700,酷辣,36
701,那个梗,1
702,是不是,113
703,重开,25
704,客气,1
705,老公,6
706,专门,12
707,哭死,3
708,没想到,34
709,德知报之怨明,1
710,干嘛,50
711,联系,30
712,交,6
713,现任,11
714,忘不了,16
715,前任,32
716,装,42
717,深情,65
718,条,30
719,淀粉,1
720,肠,1
721,想你,131
722,梦到,11
723,背影,16
724,dinner,8
725,意思,112
726,667E23,1
727,山,29
728,水,23
729,开玩笑,10
730,难得,7
731,还算,5
732,猜透,1
733,下辈子,21
734,变成,94
735,样子,65
736,假装,35
737,不等你,5
738,一步一厘米,3
739,我素大专生,1
740,大开眼界,2
741,起用品味,1
742,衡量,4
743,学历,30
744,更多,22
745,一个人,214
746,素质,42
747,刷,102
748,嗨起来,6
749,课间,4
750,跑,20
751,累,55
752,下楼,3
753,那一刻,22
754,对视,21
755,2秒,1
756,能不能,87
757,只有我,38
758,纯纯,24
759,低能,10
760,下问,1
761,星期五,1
762,一节,5
763,体育,94
764,课,19
765,在路上,4
766,风,105
767,吹,53
768,页,40
769,读,55
770,给我,39
771,粘豆包胡,1
772,嗓子,16
773,似,19
774,松弛,2
775,浪漫,80
776,升级,49
777,增力,7
778,经验,47
779,明白,81
780,反正,53
781,15,40
782,赚,28
783,拍,22
784,这句话,27
785,复制,29
786,太帅,11
787,哥哥,25
788,广东,3
789,捞仔,1
790,感谢你,2
791,回到,33
792,三年前,2
793,网,26
794,抑,5
795,时代,39
796,文化,28
797,大笑,253
798,睡,276
799,大妈,5
800,大爷们,1
801,大哭,335
802,点评,3
803,先,95
804,照镜子,4
805,口袋,10
806,凌晨,48
807,夜流,1
808,不完,16
809,必须,31
810,支持,26
811,五月份,3
812,陪,124
813,结束了,15
814,迎来,3
815,夜斗霸屏,2
816,14,19
817,河北,4
818,七年级,2
819,伤感,29
820,男神,12
821,史,18
822,十万多,3
823,记住,41
824,暗恋者,3
825,不配,12
826,吃醋,12
827,弄,9
828,丢了,10
829,合适,34
830,胸膛,35
831,解剖,32
832,nan,8
833,168E12,10
834,到底,159
835,哥们,58
836,有劲,1
837,泰裤辣吐舌,6
838,灰蒙蒙,8
839,快乐,85
840,信,27
841,哀伤,32
842,跟风,163
843,可爱,178
844,禁止,15
845,割,8
846,破,87
847,还能,42
848,火,227
849,十万,63
850,评,38
851,前面,76
852,视,7
853,大专,72
854,文凭,20
855,主义,20
856,苦咖啡,54
857,耳环,14
858,锡纸烫,14
859,请问,51
860,抵抗,18
861,词汇量,1
862,不够,43
863,麻将,1
864,扑克,1
865,时别,1
866,唱歌,102
867,屌,10
868,现代,2
869,不用,50
870,电云比心,1
871,难懂,2
872,降低,2
873,听懂,18
874,,149
875,面前,18
876,疯疯癫癫,3
877,凌晨两点,2
878,委屈,44
879,逆天,12
880,分手后,4
881,复合,14
882,走过,14
883,路过,14
884,很难过,10
885,离别,30
886,相遇,48
887,时常,14
888,有些事,8
889,进来,34
890,外星,9
891,最好,74
892,遇,19
893,第二个,11
894,见,90
895,一面,20
896,不容易,7
897,几眼,1
898,一定要,72
899,拥有,35
900,失去,80
901,轻松,10
902,在身边会不会,1
903,糟糕,15
904,彻夜长谈,4
905,新歌,13
906,好久,55
907,10级,4
908,中文,64
909,听力,7
910,乐坛,119
911,岌岌可危,2
912,呆呆,10
913,悲欢,2
914,离合,1
915,擦肩而过,24
916,陌生人,32
917,没有人,33
918,捡起,9
919,破碎,36
920,例外,8
921,远,359
922,那个人,21
923,还在,61
924,垫,71
925,爱了爱,22
926,是什么,1
927,吊,11
928,一口气,6
929,嘴里,44
930,抹布,1
931,人品,9
932,左右,13
933,瞬间,32
934,平复,5
935,心情,34
936,四,28
937,演唱,35
938,接,19
939,癌,6
940,作,27
941,和声阁下,2
942,将会,14
943,成,102
944,情,22
945,一往情深,2
946,梦中,4
947,何必,21
948,当真,3
949,好喜欢,22
950,某人,19
951,11,13
952,疑心,1
953,重,11
954,身边,131
955,很好,85
956,歌我真的哭死他真的好好多多难过,1
957,删除,14
958,打扰,25
959,熟悉,41
960,陌生,10
961,学校,88
962,连着,7
963,三天,13
964,强烈,3
965,谴责,3
966,part,12
967,抗衡,1
968,神曲,11
969,争吵,7
970,解决,17
971,问题,65
972,电流,16
973,泪,30
974,好的好,1
975,团队,3
976,贡献,6
977,令,10
978,感动,26
979,情歌,17
980,酷,110
981,天m3,1
982,一开始,24
983,念经,8
984,味,12
985,确实,198
986,有种,39
987,慢慢,48
988,落下,9
989,个人,99
990,鬼脸,45
991,懂得,18
992,贬损,1
993,作品,36
994,滚,31
995,从来,55
996,指望,4
997,接受,50
998,报,24
999,心甘情愿,80
1000,舍弃,49
1001,尊严,61
1002,烧,80
1003,一朵花,48
1004,祭奠,46
1005,歌姬,1
1006,感情,82
1007,成为,83
1008,强,93
1009,枷锁,5
1010,有些人,31
1011,麻烦,18
1012,嘴,52
1013,干净,35
1014,汗,101
1015,漏电,4
1016,主歌,6
1017,部分梗,1
1018,随机,14
1019,居然,30
1020,播放,95
1021,晦气,13
1022,特别,109
1023,前歌,1
1024,距离,50
1025,爱玩,3
1026,米哈游,2
1027,自主,5
1028,研发,4
1029,一款,5
1030,全新,3
1031,开放,4
1032,游戏,46
1033,发生,34
1034,称作,1
1035,提瓦特,1
1036,幻想世界,1
1037,在这里,28
1038,神,29
1039,选中,2
1040,授予,2
1041,眼,26
1042,导引,1
1043,元素,4
1044,力,4
1045,扮演,4
1046,一位,4
1047,名,29
1048,旅行者,1
1049,神秘,3
1050,角色,14
1051,旅行,5
1052,邂逅,2
1053,性格,32
1054,各异,3
1055,能力,14
1056,独特,25
1057,同伴们,1
1058,下头,3
1059,第13月星期8,1
1060,第25小时61分钟,1
1061,分手,70
1062,故意,24
1063,冷淡,16
1064,察觉,6
1065,不对,29
1066,冷漠,26
1067,回答,15
1068,豁真以为,1
1069,姐,42
1070,演,15
1071,独角戏,1
1072,引起,7
1073,注意,11
1074,乐色,12
1075,歌曲,136
1076,终,27
1077,讲故事,7
1078,难免,2
1079,额,39
1080,五一,25
1081,学会,56
1082,同事,6
1083,老板,5
1084,告诉我,21
1085,辞职,1
1086,左手,75
1087,右手,75
1088,大拇指,150
1089,划,75
1090,爱如,4
1091,天下无敌,2
1092,这是谁,2
1093,部将,1
1094,便秘,6
1095,说出,11
1096,抽烟,23
1097,龙,1
1098,盘,1
1099,虎,1
1100,卧,1
1101,1亿遍,1
1102,西西,86
1103,呕吐,33
1104,西西呕吐西西,4
1105,差劲,9
1106,泰酷辣,278
1107,问词,1
1108,一拖,16
1109,tiang,105
1110,别离,150
1111,yuang,95
1112,diang,85
1113,双烟,47
1114,砍,50
1115,脚牌,47
1116,晃眼,48
1117,心情不好,13
1118,说着,15
1119,雪Distance,14
1120,拘束,1
1121,规矩,1
1122,定格,1
1123,再见,56
1124,挚爱,13
1125,打算,15
1126,恨,47
1127,别再说,4
1128,废话,8
1129,企图,1
1130,心软,12
1131,颗,15
1132,早就,35
1133,摔,15
1134,稀碎,3
1135,资格,15
1136,弥补,6
1137,吹过,3
1138,妈妈,41
1139,活着,21
1140,烦,55
1141,人际,7
1142,讨厌,134
1143,老师,24
1144,迷茫,13
1145,前方,2
1146,步伐,3
1147,怕,114
1148,积蓄,2
1149,力气,3
1150,救,15
1151,最爱,81
1152,或者说,1
1153,告白,12
1154,那天,73
1155,会不会,33
1156,不谈,21
1157,不等,6
1158,下次,50
1159,公布,5
1160,离开,113
1161,意味着,2
1162,中肯,3
1163,编曲,24
1164,还行,91
1165,不错听不清,1
1166,地方,36
1167,最近,65
1168,我意,7
1169,与众不同,3
1170,一段,57
1171,重逢,21
1172,短暂,44
1173,难堪,8
1174,本该,8
1175,春药,1
1176,见面,65
1177,艾特,12
1178,占有,4
1179,必修课,1
1180,专一,4
1181,羊尾,1
1182,唱法,95
1183,丝人,1
1184,审美,63
1185,鉴赏家,1
1186,没听过,17
1187,几首,8
1188,看见,63
1189,黑而已,1
1190,热度,28
1191,扰乱,2
1192,市场,16
1193,受,24
1194,不相上下,3
1195,赐,4
1196,死人,32
1197,加烂,1
1198,yy,3
1199,mh,1
1200,cy,1
1201,一管,1
1202,鼻涕,3
1203,堵,3
1204,里面,51
1205,念旧,4
1206,适合,44
1207,混迹江湖,1
1208,这个世界,23
1209,到处,9
1210,假话,5
1211,筛,2
1212,掉,54
1213,坚定,18
1214,忘记,94
1215,相识,19
1216,腐烂,9
1217,誓言,20
1218,吃饭,24
1219,碎,24
1220,散,34
1221,别哭,7
1222,和好,13
1223,翻篇,13
1224,缘分,12
1225,很少,11
1226,咯,61
1227,绝妙,1
1228,处,14
1229,一般人,2
1230,半死不活,16
1231,劲,8
1232,裤辣,32
1233,歌唱,26
1234,女孩子,70
1235,脱,4
1236,单,9
1237,介绍,10
1238,自已,5
1239,没救,9
1240,新,85
1241,晋四大,1
1242,夜里,17
1243,换来,15
1244,真心,88
1245,恶心,48
1246,江南,1
1247,才子,3
1248,捏,41
1249,两边,53
1250,瘤子,139
1251,供水,5
1252,无能为力,15
1253,花开,12
1254,花属,1
1255,干,40
1256,再见到底,3
1257,约定,18
1258,告别,22
1259,情况,12
1260,怀念,34
1261,致命,4
1262,理由,29
1263,找你,5
1264,硬,16
1265,哪首歌,12
1266,求,70
1267,尴尬,18
1268,未,16
1269,消散,5
1270,爱意,43
1271,冬天,42
1272,万事难敌,1
1273,高潮,32
1274,一股,10
1275,清流,2
1276,过往,8
1277,皆,11
1278,锅盖头,2
1279,瘦身板,1
1280,学习,48
1281,差混,1
1282,社会,36
1283,沉迷,4
1284,王者,25
1285,鸡身,1
1286,高一,6
1287,米,2
1288,七,2
1289,脸部,1
1290,扭曲,6
1291,四肢,2
1292,无力,12
1293,肩周炎,3
1294,咬字,6
1295,清,162
1296,多多大,31
1297,要死,8
1298,慕名而来,17
1299,拜托,33
1300,神志,1
1301,很丑,1
1302,1721,1
1303,做不到,19
1304,人人,18
1305,上香,1
1306,免费,17
1307,瑞幸,8
1308,5月1,2
1309,登顶,2
1310,好帅,8
1311,歌坛,1
1312,完蛋,9
1313,留下,31
1314,名字,79
1315,缩写,1
1316,行,82
1317,全,107
1318,骂歌,3
1319,烟distance,6
1320,回忆,131
1321,缅怀,1
1322,听起来,20
1323,口感,1
1324,越多,18
1325,克罗心,1
1326,梵克雅宝,1
1327,不看,85
1328,思念,44
1329,越界,18
1330,听见了,1
1331,雪花,51
1332,飘飘,9
1333,歌土,41
1334,歌雪Distance,1
1335,天别离,196
1336,记性,6
1337,信守承诺,4
1338,同样,11
1339,同一,7
1340,念,25
1341,忘我,6
1342,炫耀,11
1343,一阵,11
1344,偷偷,44
1345,在一起,132
1346,段话,4
1347,雾,15
1348,散处,3
1349,玫瑰,39
1350,天光大,2
1351,亮,12
1352,好歌,22
1353,玫瑰花开天光大亮2,1
1354,迎,2
1355,朝阳,2
1356,坐,42
1357,开往,1
1358,远方,5
1359,列车,1
1360,赤脚,2
1361,穿过,3
1362,海仆仆风尘眉目,1
1363,清白,1
1364,碎碎,2
1365,念念,2
1366,欲言又止,5
1367,悬,1
1368,不决,2
1369,熬,18
1370,无益,1
1371,不好,105
1372,人冷冰冰7爱向人间借朝暮悲喜为酬8爱向人间借朝暮悲喜为酬,1
1373,挠头,1
1374,告诉,63
1375,瓜,11
1376,田里,1
1377,乱窜,1
1378,猹,1
1379,国,9
1380,仙,2
1381,答辩吧惶恐惶,1
1382,恐,15
1383,董哥,2
1384,类,8
1385,之前,69
1386,谈,51
1387,话题,16
1388,处处,9
1389,影子,22
1390,共情,12
1391,没法,14
1392,错误,15
1393,很大,21
1394,看清,14
1395,姐妹,5
1396,听雪,48
1397,伴奏,52
1398,听别听,1
1399,风格,74
1400,找我,20
1401,永远作数,2
1402,111063,1
1403,歌集帅们,1
1404,大无语,1
1405,劝,11
1406,集帅们,1
1407,多远,10
1408,无语,57
1409,住,46
1410,挂嘴,1
1411,深,23
1412,在梦不在眼,1
1413,认真,43
1414,一辈,1
1415,泰,16
1416,纯,61
1417,饭,22
1418,姜云升,75
1419,至少,19
1420,能说清楚,1
1421,小孩子,8
1422,诉说,15
1423,吸,7
1424,口,75
1425,拍拍,2
1426,不大,6
1427,灰尘,1
1428,迎接,3
1429,炸裂,82
1430,校园,62
1431,表演,76
1432,祭出,2
1433,串烧,51
1434,反手,46
1435,苦,28
1436,咖啡,14
1437,结尾,18
1438,是否,16
1439,骗,74
1440,悲哀,9
1441,111000,1
1442,zood,33
1443,这么多,92
1444,小鬼,21
1445,两侧,58
1446,误会,70
1447,初听,6
1448,敢,24
1449,晕,45
1450,痛,86
1451,一秒,9
1452,噶,1
1453,发怒,20
1454,认错,2
1455,直视,17
1456,泰裤辣多多大笑多多比耶,1
1457,0^,2
1458,肾虚,22
1459,mumble,12
1460,抽象,26
1461,两个,36
1462,向前,4
1463,轻舟,4
1464,万重山,5
1465,猛地,1
1466,一听,27
1467,仔细,6
1468,猛,6
1469,生病,45
1470,当你,18
1471,男朋友,47
1472,每天,87
1473,这件事,62
1474,一瞬间,15
1475,觉,10
1476,走错,6
1477,知不知道,3
1478,多好笑,1
1479,盲人,2
1480,歌手,128
1481,舌头,74
1482,长,129
1483,耍酷,73
1484,宝们,1
1485,生气,34
1486,大部分,12
1487,鄙视链,4
1488,往上爬,1
1489,泰酷,79
1490,拉酷,1
1491,懵,5
1492,呆,49
1493,两天,15
1494,一批,17
1495,色色色,9
1496,吐字,63
1497,英语,15
1498,牙疼,3
1499,不好听,12
1500,走开,2
1501,不在,38
1502,刷梗,2
1503,乌烟瘴气,5
1504,怒怒怒,1
1505,参观,3
1506,途,1
1507,好伴不觉长远,1
1508,句子,3
1509,听得,35
1510,fallin4u,109
1511,10倍,1
1512,服,31
1513,不服,10
1514,新四大天王,15
1515,蟽玣,1
1516,当时,34
1517,狂用雪,1
1518,搞,43
1519,抨击,12
1520,嘲讽,20
1521,不太,46
1522,哈单纯,1
1523,家人们,36
1524,想和好,2
1525,光,48
1526,听见,12
1527,嗯嗯,16
1528,安安静静,11
1529,蛮好,5
1530,竹叶,2
1531,phonk,2
1532,声带,3
1533,退化,2
1534,骨质增生,1
1535,蔡徐坤,10
1536,二号,1
1537,擅长,10
1538,逆风,2
1539,翻盘,2
1540,公平,6
1541,手中,1
1542,锐刻,37
1543,快要,12
1544,品位,8
1545,这个月,2
1546,暗面,2
1547,踏山河,1
1548,皎白,108
1549,想通,11
1550,释怀,38
1551,下一秒,6
1552,想不通,14
1553,道理,16
1554,难以,13
1555,自控,1
1556,很糟糕,4
1557,偷看,18
1558,爆发,2
1559,幻想,29
1560,时光,22
1561,早知道,5
1562,好友,15
1563,小东西,3
1564,难忘,15
1565,顺路,7
1566,想着,19
1567,凛冬祈雪,1
1568,降临,6
1569,就问,17
1570,作者,42
1571,恶意,36
1572,单纯,33
1573,问一下,10
1574,东雪西癌,1
1575,南,3
1576,北酷,1
1577,只因,9
1578,我以为,23
1579,玻璃,5
1580,渣,3
1581,捧,19
1582,星星,34
1583,转头,12
1584,剩,14
1585,一堆,30
1586,没用,59
1587,小美,24
1588,流程,2
1589,阴暗,13
1590,小太阳,7
1591,配,51
1592,流量,12
1593,粉丝,43
1594,嘴巴,22
1595,骡子,3
1596,踢,8
1597,泰裤辣西西,2
1598,捋,35
1599,直,45
1600,支烟,2
1601,雪悲,5
1602,听矢,1
1603,贵物,2
1604,高人一等,3
1605,拉米,1
1606,牛逼,28
1607,第一次,111
1608,蛮,42
1609,来唱,2
1610,听说,33
1611,很难,59
1612,追,34
1613,出雪,1
1614,不爱,43
1615,温柔,44
1616,23年,9
1617,一人,8
1618,甚,2
1619,爱之欲,1
1620,嫁,1
1621,几经,1
1622,纠缠,11
1623,未能,2
1624,无须,2
1625,感叹,3
1626,花开花,1
1627,落春去,1
1628,秋,2
1629,Rickowens,1
1630,帅,84
1631,原,15
1632,哭鬼,1
1633,妹,9
1634,大专妹,4
1635,厂妹,9
1636,可不,3
1637,陪陪,4
1638,绷,16
1639,第3面,2
1640,误解,7
1641,看不起,11
1642,闭嘴,18
1643,乐,10
1644,一跤,2
1645,经历,25
1646,成长,9
1647,提,28
1648,方式,49
1649,删,32
1650,有病,12
1651,mumblerap,21
1652,妨碍,2
1653,造型,52
1654,关,76
1655,迁,2
1656,客骚人,1
1657,于此,6
1658,憨笑色,1
1659,初号机,4
1660,空守,1
1661,寝室,39
1662,完美,21
1663,心疼,23
1664,蹲,10
1665,角落,6
1666,眼里,17
1667,想念,19
1668,见到,11
1669,完全,44
1670,喜好,17
1671,界定,1
1672,定义,19
1673,所有人,53
1674,一类,3
1675,几类,1
1676,动不动,1
1677,思想,4
1678,绑架,4
1679,管不着,3
1680,转音,2
1681,呻吟,5
1682,哎呦,6
1683,睡醒,13
1684,音律,3
1685,耳,26
