,user.userId,commentId,user.nickname,content,timeStr,likedCount,ipLocation.location,time
69,3682974483,5405366356,-阴魚天,原来真的会有人对素未谋面的人思恋至极,2021-08-27,3,,1630071922425
70,1664956799,5405366812,-小羊冒菜_,委屈的时候 听这首歌 眼泪总是一直往下流。,2021-08-27,0,,1630071840469
71,1664956799,5405361698,-小羊冒菜_,听这首歌 就能想起你 好想你。,2021-08-27,0,,1630071712307
72,4993519291,5405360349,訴賝,轻易说出口的承诺没用想食言的话随时都可以不算数的,2021-08-27,1,,1630071613336
73,1822502924,5405355939,小七不想吃香菜,为什么难过的时候总喜欢落泪，总喜欢一个人待着，总喜欢听着那些悲伤的音乐,2021-08-27,0,,1630071274336
74,2112723077,5405349962,二十四桥_vJFj,我和他的关系，叫做朋友之上，恋人未满。,2021-08-27,3,,1630071011111
75,3261326045,5405348892,对她是温柔,@不是一般的东西 我情种一个,2021-08-27,2,,1630070997676
76,1866108692,5405331557,418zl,“还以为殉情只是古老的传说。”,2021-08-27,0,,1630070158968
77,1732295546,5405322398,攸灭,或许也有过那么一刻，你在为我而活。,2021-08-27,1,,1630069371170
78,5146337175,5405316571,不吃渔------,如果没有遇见他会怎么样？,2021-08-27,3,,1630069091508
79,2054156189,5405304784,碎碎念林,如果说是真的爱我,2021-08-27,0,,1630068055968
80,1937786150,5405301319,困意未眠,到底是我太执念了 还是他太厉害了。,2021-08-27,1,,1630067923660
81,1957764358,5405293070,泪泪泪泪雨,想你,2021-08-27,0,,1630067366573
82,1970789876,5405277126,春日来信_1988,不幻想了 你能记住我就行,2021-08-27,0,,1630066418046
83,1369215123,5405276685,是是八千,就是没有 我才说如果,2021-08-27,0,,1630066380558
84,2049768380,5405252552,17TYZLM,如果呢 未来能一直这样,2021-08-27,1,,1630064744796
85,1869772461,5402072442,早已变换节今,歌听完我和他的故事就结束了,2021-08-27,3,,1630064634525
86,2069047440,5405251746,初恋小肆,原来真的会有人一天24小时都不在线啊…,2021-08-27,2,,1630064510629
87,1957764358,5405250326,泪泪泪泪雨,想当主角不是真的主角是在你心里的主角 为什么和我在一起还会有愧疚呢,2021-08-27,0,,1630064502403
88,1957764358,5405248622,泪泪泪泪雨,好烦啊你,2021-08-27,0,,1630064467162
89,1957764358,5405251098,泪泪泪泪雨,不开心不开心不开心不开心不开心不开心不开心不开心不开心不开心不开心不开心不开心不开心 为什么分手第三天第二天你发动态你就叫别人老公,2021-08-27,0,,1630064448353
90,322650874,5405246981,南旬_Tyr9,"等我有资格结婚了
我要娶一个简单的女孩子
她没有灯红酒绿
喜欢旅行 热爱生活
喜欢她粘着我 喜欢唱歌
就算跑调也没关系
我会抱着她在她耳边对她说
娶到你
我用光了一辈子的运气",2021-08-27,1,,1630064107098
91,121456349,5405236194,空调承太郎w,q,2021-08-27,0,,1630063417064
92,1519792760,5405221973,清清睡着辽_,书里总有说不完的故事。,2021-08-27,0,,1630062431203
93,3532479498,5405208676,高冷一点叭,我发现他真的不喜欢我了。我发现他真的不喜欢我了。我发现他真的不喜欢我了。（他说重要的说三遍）,2021-08-27,0,,1630061469727
94,1644416331,5405203529,男友难有阿,网恋被骗3块钱，从此封心不再爱,2021-08-27,0,,1630061239031
95,1446852284,5405184175,Zoy的云,到最后還是在分對錯,2021-08-27,1,,1630059512057
96,1446852284,5405169480,Zoy的云,再不高興，也不可以對重要的人冷冰冰哦,2021-08-27,2,,1630058691523
97,1446852284,5405168788,Zoy的云,我的小王子什么时候找到我，保护我，把我放在玻璃罩里，永远心心念念着我,2021-08-27,3,,1630058453567
98,1446852284,5405166533,Zoy的云,以后再也不写小作文了,2021-08-27,2,,1630058386190
99,3720056647,5405166384,H200803L,我竟然也因为暗恋轰轰烈烈过,2021-08-27,1,,1630058343137
100,1446852284,5405166244,Zoy的云,我是个笨蛋，老是在感情这条路上迷路，我现在找不到回家的路了,2021-08-27,1,,1630058294773
101,1446852284,5405164376,Zoy的云,明明是你先要道歉的，为什么后面就逃跑了#喜提热评#,2021-08-27,2,,1630058231296
102,1623379889,5405159472,小远_xy,被用心对待的时候，就好想哭,2021-08-27,3,,1630057950164
103,3915794684,5405160109,小熊流泪了QwQ,你要相信 彼方尚有荣光在,2021-08-27,3,,1630057946207
104,3953413556,5405152685,如果哪天没下雨,各位 都忘了吧 该释然了,2021-08-27,2,,1630057494434
105,376233819,5405153758,四五瓶,让我一个人放下就够了,2021-08-27,0,,1630057326464
106,3533353776,5405149086,彤_pyt,我喜欢他又怎样 他又不喜欢我 或许是真的该放下了 不想去等一个不确定的人了,2021-08-27,3,,1630057021667
107,5158030044,5405140260,留恋慕,在乎你的人永远比你主动。,2021-08-27,2,,1630056445063
108,1741871555,5405127360,hhhhkkkkk-,江，我不想打扰你啦,2021-08-27,0,,1630055727947
109,3816352201,5405123911,从那天后_y,达. 你是我见过最会骗人的.是我最不愿意提的过去.是我后悔遇见的人.是我最爱的人.,2021-08-27,2,,1630055433319
110,3252351038,5405115448,恨欺,爱不是唯一的出路 无爱者永远自由,2021-08-27,19,,1630054862359
111,5069542423,5405090499,专属_CtiB,顺风局玩成了逆风局 怪我.,2021-08-27,1,,1630053512386
112,1395193074,5405091038,桉壹喧,不知所措的年纪做什么都不尽人意,2021-08-27,1,,1630053408917
113,1659368299,5405077956,ID懒羊羊,分享欲是靠回应来延续的。,2021-08-27,5,,1630052582354
114,1547651946,5405072287,九月底的奢槐星,如果说是真的爱我那为何都说不出口,2021-08-27,0,,1630052296392
115,5157871825,5405039264,怡ovo_520,喜欢就去追 别留遗憾啦怡..,2021-08-27,5,,1630050492134
116,1608020741,5405040365,花海在躲藏,我想放弃了 一个在乎嘴硬的人 ,2021-08-27,2,,1630050269506
117,3963003760,5405037913,有机会弹吉他给你听,Y先生，我情绪崩溃的时候，多希望你能给我拥抱，而不是嫌弃地逃开,2021-08-27,1,,1630050014684
118,3266467438,5405033847,帐号已注销,再见一面吧 心中汹涌的爱总要有个交代。,2021-08-27,3,,1630049689454
119,1541525699,5405027538,贪睡_7,x听够999遍应该就忘记你了吧,2021-08-27,0,,1630049300176
120,1317723168,5405022706,李易文本人,什么爱不爱的 烦死了,2021-08-27,3,,1630049032669
121,2136388758,5405017389,别碰我的兔子,丞 你能记住我就好了,2021-08-27,1,,1630048412261
122,1490255345,5405012475,听海说爱_Jay,时间真的会冲淡一个人的痕迹嘛？会忘记我嘛？,2021-08-27,2,,1630048122612
123,2136388758,5405007714,别碰我的兔子,丞 我爱你 很爱很爱你,2021-08-27,1,,1630047855018
124,1490255345,5405003508,听海说爱_Jay,love和like那个更重要呢？,2021-08-27,1,,1630047459671
125,1699944304,5405002979,回忆第七页序_,等我听完520遍 我就放弃你吧 张 我已经快没有能力去爱你了,2021-08-27,2,,1630047293085
126,3267345188,5404999898,亳升,零碎的歌拼成爱你的诗篇,2021-08-27,0,,1630046986352
127,3267345188,5404998809,亳升,怎么说 很难过,2021-08-27,2,,1630046906716
128,1932739455,5404996986,-心里有个她,如果没有我，她可能会很幸福吧[可爱],2021-08-27,1,,1630046905996
129,1931793548,5404989991,喝一口烤奶,时间在走 很多事情都在慢慢接受,2021-08-27,1,,1630046315260
130,2046650659,5403909037,Redlast,07 双鱼座 喜欢黑色 爱吃抹茶味的冰淇淋 喜欢玩游戏  心率不齐 不爱吃早饭  有贫血 平平无奇 所以你想忘就早点忘记吧,2021-08-27,1,,1630045802842
131,3904912701,5404984020,fen会xingfu的,如果呢 如果我早一点认识你 现在的结局会不会不一样 如果我那晚没跟你拉近距离 现在是不是就不会这么难过,2021-08-27,3,,1630045746046
132,4874286985,5404977400,愛小xia-,邓、我们不会有以后了ba。,2021-08-27,0,,1630045466180
133,3940329582,5404974703,好想ho奶茶_bwPX,我也想被关心啊  可是我大姨妈不疼 遇到台风兴奋的想只猴 摔倒了来句国粹 看到蟑螂面无表情,2021-08-27,2,,1630045240873
134,1705886915,5404969189,叁十已,“人们总靠分开后的痛觉来辨别爱意的深浅.”,2021-08-27,4,,1630044765221
135,1705886915,5404970007,叁十已,多爱自己 拜托。,2021-08-27,4,,1630044710860
136,1793665895,5404966625,做我的软肋,没太大的理想 就想拥有属于自己的花开·,2021-08-27,1,,1630044595754
137,3291566630,5404947759,脑袋困乎乎的凡,好像忘记好好道别了…,2021-08-27,2,,1630042900848
138,5133728970,5404946187,淋雨的猫_K85E,没玩他 没绿他 我拿出我所有的爱意来爱他 湿了的枕头和流不完的眼泪就是我对这段感情最大的诚意。,2021-08-27,4,,1630042779615
139,1971909552,5404924861,小魚酱o3o,我给你的爱一直很安静,2021-08-27,4,,1630041001963
140,5090113403,5404908627,覃覃覃覃与,我希望你好,2021-08-27,2,,1630040097077
141,2018426017,5404910875,怡的碎碎念_a,执念也好 爱意也罢 及时止损 平安喜乐.,2021-08-27,3,,1630039967929
142,1781666623,5404906822,没有烦心事TvT,航 18岁以后还是你,2021-08-27,1,,1630039654393
143,5105232453,5404903168,Anan1jiayou,我好想你陈德良,2021-08-27,1,,1630039442384
144,3402015857,5404900150,等风lcy,"这个世界上没有如果，只有结果和后果
所以你遗憾吗？",2021-08-27,0,,1630039241810
145,1869772461,5404895465,早已变换节今,所以他不回我消息，是已经有人代替了我的位置了,2021-08-27,1,,1630038856906
146,3286032676,5404891514,纯爱勇士_,我也会偶尔犯花痴 但我清楚我心里的人是谁。,2021-08-27,1,,1630038521359
147,5061758663,5404892809,_蕾子k,我亲眼看着自己栽下的树为别人遮风避雨 我站在烈阳下或者暴雨里 清醒无比.,2021-08-27,3,,1630038504167
148,3252413199,5404877445,悲伤的番茄炒蛋io,这个秋天的愿望是希望   和吉宝贝一直在一起,2021-08-27,3,,1630037365706
149,1875754765,5404872963,kitty-5111,我真的真的好喜欢你 你能不能慢点忘记我,2021-08-27,16,,1630036892266
150,1315177179,5404868450,Winnn_SWvJ,喜欢一个不可能喜欢自己的人  是不是这段感情注定无缘,2021-08-27,0,,1630036727836
151,564343235,5404848938,Linbb-F,宋 我真的要放下你了 可能再过一年我就结婚了 但那半年的时间 不管你有没有爱过我 我都不后悔 只是有遗憾吧 谢谢你 ,2021-08-27,1,,1630035313276
152,5105232453,5404844646,Anan1jiayou,一年了，我留着你的那些照片不敢删不舍删，不知道自己是为了守住你的未完成的足球梦，还是为了守住你守住你原先对我的分享欲，更不知道是为了守住留在收藏里的陈德良三个字,2021-08-27,2,,1630035206779
153,1957764358,5404837316,泪泪泪泪雨,彭礼霞 你真讨厌,2021-08-27,0,,1630034720801
154,2048014893,5404835524,昸昸要早睡,轩 我天天听 今天听着听着突然好想你 你把我拉黑了所有联系方式 包括网易云 今天一起听记录报告 显示轩是我你曾最喜欢一起听的人 可是你们最近好像不怎么听了  真的好想你 已读不回就是你吗 我发现我还没有看清你 能不能不要这样子 我要转学了 你照顾好自己 宝宝 我爱你,2021-08-27,1,,1630034665882
155,1996415299,5404823716,T1nGXK,原来真的会对素未谋面的人思念至极,2021-08-27,1,,1630033750190
156,4031267161,5404817049,撑着伞还是被雨淋,偏爱藏在小说里,2021-08-27,1,,1630032976759
157,1542837865,5404816876,帐号已注销,我们都会上岸 阳光万里 路边鲜花开放.,2021-08-27,2,,1630032924258
158,1668900330,5404814742,开心往前飞呜呼,没有如果。,2021-08-27,0,,1630032723858
159,348553807,5404797196,Y_moon阿,人要是永远都能和喜欢的人在一起就好了。,2021-08-27,2,,1630031289648
160,279673542,5404795009,黄蓝粉白,我该怎么忘啊,2021-08-27,0,,1630031065877
161,1745316816,5404776580,怡经不烦啦,如果我再坚定一点 结局是不是就不会这样了 为自己的胆小买单,2021-08-27,0,,1630029621258
162,1655041755,5404777901,蛋挞好次吗,挺可怜的 被同一个人骗了¹²³⁴⁵⁶⁷⁸⁹次。,2021-08-27,2,,1630029570105
163,1745316816,5404778755,怡经不烦啦,刘 如果我说我后悔了 你还会继续喜欢我吗  有缝隙了还回得去嘛  可我想你了 好奇怪最近总是睡不着 凌晨2点睡哈哈 已经梦到你三次啦  我想去找你 但是我害怕  谢谢你让我走出了 我害怕谈恋爱的心  昨天用小号看了你的空间 今天却搜不到你了 是你猜到我了嘛   刘,2021-08-27,3,,1630029554352
164,4957774050,5404774906,小小土豆__,她消息看到了 她没瞎 她没聋 她有空 她就是不想回。,2021-08-27,3,,1630029217906
165,585875099,5404767072,7分熟的爱,还能在一起吗,2021-08-27,0,,1630028454040
166,3304134873,5404745975,城北徐公没有我美_,偷偷许下承诺 我一直等她,2021-08-27,1,,1630026543707
167,3917271553,5404744941,林归雾,emo没意思真的没意思，以前的以前都过去了，,2021-08-27,1,,1630026505900
168,2091813881,5404717043,wjh就好,不作不闹就不会被丢下了吧。,2021-08-27,0,,1630023231376
169,272606375,5404713933,叻叻嗰啦,同样的条件下 换做别人 他也会喜欢 跟是不是你没有半毛钱关系 别自作多情,2021-08-27,1,,1630022482035
170,1598324015,5404695820,我不读书感觉可以话更久,我希望有个人爱我少一点 但是要久一点,2021-08-27,4,,1630018603451
171,3857171641,5404685427,梦好笨笨笨,他时好时坏 我边哭边爱。,2021-08-27,4,,1630014462554
172,1515613980,5404685169,兔桃星,如果呢,2021-08-27,3,,1630013741624
173,1931547514,5404684844,小甜荼,那什么是爱呢？爱一定不是掉眼泪，对吗？,2021-08-27,4,,1630012918759
174,3272230941,5404679675,是啊龙啊al,不会真有人推歌吧？,2021-08-27,1,,1630010925172
175,1996068335,5404674252,抢戒,我以为互相惦记的人是不会错过的 可惜我错了 你的欺骗一次一次把我逼退 到底要爱到什么程度才能不被辜负呢.,2021-08-27,1,,1630007621778
176,5118832235,5404667526,西宫奈奈子,不知道为什么就是好喜欢好喜欢你，你不是我遇见最好的那个，但是是我最爱的那个，是值得我捧花见面的那个，我比你想象中更爱你，爱你比爱我自己都多，很害怕你会离开，可能我不足够优秀，但是相信我我是最爱你的那个,2021-08-27,1,,1630006241442
177,1518033764,5404668228,K-88-,那天他都睡了 我还在哭 可能不止那天 为什么哭只有自己知道,2021-08-27,1,,1630006196238
178,3215930602,5404666672,阮吢,要记得我的好 烦你七个月啦 以后不会啦,2021-08-27,1,,1630005866892
179,2102932723,5404667151,等你的-晚an,听800000000000你就回来,2021-08-27,1,,1630005766906
180,496546459,5404668774,_Sandy_Cheeks_,说不出口,2021-08-27,1,,1630005645007
181,1413358869,5404666261,wikxx_,爱意夸大 行动不能 双倍失望,2021-08-27,4,,1630005411312
182,1885287003,5404657443,别变胖,骗你的 我根本就开心不起来 我还是会难过 还是会舍不得 我的心情好与不好只有我自己知道了,2021-08-27,1,,1630003585310
183,1885287003,5404657421,别变胖,我经常扮演一个把爱看的很轻的人，好像得到和失去对我来说都不要紧，真正分开后大病小病接连不断，再嘴硬我的身体也在告诉我，我真的爱你。,2021-08-27,0,,1630003570006
184,2102932723,5404653384,等你的-晚an,林 你可不可以不要那么快忘记我,2021-08-27,1,,1630002957499
185,2102932723,5404653941,等你的-晚an,林 你要回来啊,2021-08-27,1,,1630002932086
186,3890677403,5404655737,forever_7Y,我要忘了你忘了我们所有的陪伴所有的回忆所有的开心和难过，忘了你这个人 很痛苦，很难过 ，我放过我自己。tanqinmin,2021-08-27,1,,1630002890658
187,485608443,5404646201,Linrru1Diw,答案已经不是我想要的了 腐烂发臭的缘分就到此为止吧,2021-08-27,1,,1630001880795
188,3885114586,5404633642,云村村民163000052776090,。,2021-08-27,0,,1630000736620
189,1741626807,5404628669,-M文-,我好像过的很好又好像没那么好,2021-08-27,3,,1630000317078
190,1856722286,5404625304,-公主莓烦恼,在你的爱里我总是掉眼泪,2021-08-27,3,,1629999775245
191,4919937046,5404625083,欺恩,你好像过得很好 你一点也不想我,2021-08-27,2,,1629999673601
192,2019884853,5404613291,糕芋的糕,刘祥 是不是这段感情里只有我一个人在遗憾？,2021-08-27,0,,1629998411866
193,2019884853,5404611725,糕芋的糕,想你了 可是这次 想哭却没眼泪了,2021-08-27,0,,1629998392964
194,1956024655,5404612315,在等涵涵吗,祝你和你女朋友幸福，虽然我只是你生活中一个小小的过客，但你好像占据了我内心挺长时间的，具体是多长呢？可能再让我碰见比你还要优秀的人这么长时间吧。—暗恋者,2021-08-27,0,,1629998308485
195,3716082686,5404604803,Riku155,聊不完的话 限于初识,2021-08-27,1,,1629997502835
196,1607233204,5404596488,关于歆,亲爱的周游，你那么美好，你惊艳了我好久，你好像一束光照进我心里，但我明白，这束光只是经过了我平凡的生活，他不会为我停留，我也不会奢望他为我停留，毕竟他那么美好，不应该属于这样的我，所以我决定慢慢释怀了，我对你从来都是爱慕我们都会越来越好的对吗？,2021-08-27,0,,1629997003365
197,1607233204,5404598009,关于歆,马上要开学了 记得早上要吃早餐 课桌里备把伞 要天天开心 照顾好自己 还有不要忘记我,2021-08-27,0,,1629996989023
198,1607233204,5404596422,关于歆,如果可以我真的希望时隔几年后的某一天我们突然相遇了我们也都变得更好更懂事了你来告诉我我们还能继续在一起,2021-08-27,0,,1629996980625
199,1607233204,5404595489,关于歆,我有点累 头也有点疼 我该早睡了 晚上你来我的梦里吧 我们好久没见了 我好想你 今天也有点委屈 我还想抱抱你。,2021-08-27,1,,1629996970695
200,1607233204,5404597940,关于歆,随便吧我只想睡觉我只爱睡觉我有空就睡觉.,2021-08-27,1,,1629996965626
201,1607233204,5404597024,关于歆,亲爱的周游   我好像不能开导自己了  越来越撑不下去了 那天我回忆起爱你的这一年  说着说着我忍不住哭了 那些日子太苦了  看不见终点也不见退路  那天你说 你好爱好爱我  所以我一路缝缝补补擦干眼泪又爱了好久你说过的话我一直记的  那些暧昧的日子我也历历在目  可事实上我们已经很久没说过话了,2021-08-27,0,,1629996943637
202,1607233204,5404597798,关于歆,可是宝宝 爱不是有了勇气就能走下去的 不是想念着就能相聚 不是一句我爱你就能走到最后,2021-08-27,0,,1629996919182
203,287645376,5404596828,天降小甜曜,如果没在一起就好了，那样也不会再有负罪感，那样也不会再哭这么久,2021-08-27,0,,1629996886755
204,1496963997,5404592912,爱也会隐没的_u,我们还有可能吗,2021-08-27,0,,1629996602119
